         26684135 function calls (26579068 primitive calls) in 110.696 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mouseEvents.py:147(MouseClickEvent)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 SignalProxy.py:8(SignalProxy)
        1    0.000    0.000    0.000    0.000 catalog.py:490(catalog)
        2    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 shelve.py:85(Shelf)
        1    0.000    0.000    0.000    0.000 base_info.py:16(base_info)
        1    0.000    0.000    0.000    0.000 {_socket.gethostname}
        1    0.000    0.000    0.000    0.000 LegendItem.py:10(LegendItem)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 DataFilterWidget.py:9(DataFilterWidget)
        1    0.000    0.000    0.000    0.000 collections.py:390(Counter)
       10    0.000    0.000    0.000    0.000 decorator.py:185(<genexpr>)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray._get_ndarray_c_version}
        1    0.000    0.000    0.000    0.000 ButtonItem.py:5(ButtonItem)
        1    0.000    0.000    0.000    0.000 shlex.py:21(shlex)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 build_src.py:51(build_src)
        1    0.000    0.000    0.000    0.000 blitz_spec.py:96(info_object)
        1    0.000    0.000    0.000    0.000 inline_tools.py:25(inline_ext_function)
        3    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 ROI.py:1828(SpiralROI)
        1    0.000    0.000    0.000    0.000 fnmatch.py:81(translate)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 system_info.py:1577(blas_src_info)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:38(IntFormat)
        1    0.000    0.000    0.000    0.000 filelist.py:15(FileList)
        1    0.000    0.000    0.000    0.000 build_ext.py:30(build_ext)
        1    0.000    0.000    0.000    0.000 decorator.py:63(FunctionMaker)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 minicompat.py:51(NodeList)
        1    0.000    0.000    0.000    0.000 minidom.py:335(Attr)
        3    0.000    0.000    0.000    0.000 base_info.py:112(add_module_init_code)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        1    0.000    0.000    0.000    0.000 interpolate.py:677(PPoly)
        1    0.000    0.000    0.000    0.000 string.py:351(find)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 interpolate.py:1404(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 posixpath.py:119(basename)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:98(ExpFormat)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ColorMapWidget.py:9(ColorMapWidget)
        1    0.000    0.000    0.000    0.000 autodist.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        3    0.000    0.000    0.000    0.000 core.py:737(__init__)
        1    0.000    0.000    0.000    0.000 ParameterTree.py:9(ParameterTree)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 ext_tools.py:13(ext_function_from_specs)
        1    0.000    0.000    0.000    0.000 parameterTypes.py:616(TextParameterItem)
        1    0.000    0.000    0.000    0.000 bcppcompiler.py:25(BCPPCompiler)
        1    0.000    0.000    0.000    0.000 build_clib.py:25(build_clib)
        1    0.000    0.000    0.000    0.000 ROI.py:1529(EllipseROI)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        5    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 pickle.py:829(__init__)
        1    0.000    0.000    0.000    0.000 polyint.py:21(_Interpolator1D)
       17    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 bdist_rpm.py:20(bdist_rpm)
        1    0.000    0.000    0.000    0.000 ScatterPlotItem.py:790(SpotItem)
        1    0.000    0.000    0.000    0.000 system_info.py:852(sfftw_threads_info)
        1    0.000    0.000    0.000    0.000 hb.py:423(HBFile)
        1    0.000    0.000    0.000    0.000 utf_16.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 exportDialog.py:11(ExportDialog)
        1    0.000    0.000    0.000    0.000 {zip}
        1    0.000    0.000    0.000    0.000 parameterTypes.py:603(ActionParameter)
        1    0.000    0.000    0.000    0.000 csc.py:21(csc_matrix)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 log.py:71(set_verbosity)
        1    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        1    0.000    0.000    0.000    0.000 string_escape.py:10(Codec)
        1    0.000    0.000    0.000    0.000 config.py:24(config)
        1    0.000    0.000    0.000    0.000 VerticalLabel.py:20(VerticalLabel)
        1    0.000    0.000    0.000    0.000 GraphItem.py:10(GraphItem)
        1    0.000    0.000    0.000    0.000 mouseEvents.py:6(MouseDragEvent)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 config.py:21(PyPIRCCommand)
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 nosetester.py:88(NoseTester)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 utils.py:1368(WarningMessage)
        1    0.000    0.000    0.000    0.000 decimal.py:5418(_WorkRep)
       12    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 text_file.py:12(TextFile)
        6    0.000    0.000    0.000    0.000 utils.py:87(_set_function_name)
        1    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 MetaArray.py:51(sliceGenerator)
        1    0.000    0.000    0.000    0.000 ColorMapWidget.py:37(ColorMapParameter)
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 interpolate.py:1731(ppform)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:112(Error)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method closeSubpath}
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 UIGraphicsItem.py:8(UIGraphicsItem)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 {method '__setstate__' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 blitz_spec.py:80(array_converter)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 system_info.py:1146(lapack_info)
        1    0.000    0.000    0.000    0.000 minicompat.py:75(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 mio4.py:448(VarWriter4)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
        1    0.000    0.000    0.000    0.000 pickle.py:83(__init__)
        1    0.000    0.000    0.000    0.000 ScaleBar.py:11(ScaleBar)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 ViewBox.py:17(ChildGroup)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:158(_ndptr)
        1    0.000    0.000    0.000    0.000 vtk_spec.py:64(vtk_converter)
        4    0.000    0.000    0.000    0.000 core.py:2441(__get__)
        1    0.000    0.000    0.000    0.000 system_info.py:1558(openblas_info)
        1    0.000    0.000    0.000    0.000 LabelItem.py:10(LabelItem)
        1    0.000    0.000    0.000    0.000 config_compiler.py:17(config_fc)
        1    0.000    0.000    0.000    0.000 install.py:13(install)
        1    0.000    0.000    0.000    0.000 MultiPlotWidget.py:12(MultiPlotWidget)
        1    0.000    0.000    0.000    0.000 GraphicsWidget.py:7(GraphicsWidget)
        1    0.000    0.000    0.000    0.000 install_scripts.py:15(install_scripts)
        1    0.000    0.000    0.000    0.000 CurvePoint.py:9(CurvePoint)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:127(ModeFilter)
        1    0.000    0.000    0.000    0.000 fitpack2.py:713(BivariateSpline)
        1    0.000    0.000    0.000    0.000 core.py:5940(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:609(TypeInfo)
        1    0.000    0.000    0.000    0.000 install_clib.py:8(install_clib)
        1    0.000    0.000    0.000    0.000 shelve.py:75(_ClosedDict)
        1    0.000    0.000    0.000    0.000 GraphicsLayout.py:10(GraphicsLayout)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 minidom.py:317(DocumentFragment)
        1    0.000    0.000    0.000    0.000 clean.py:14(clean)
        1    0.000    0.000    0.000    0.000 minidom.py:938(CharacterData)
        1    0.000    0.000    0.000    0.000 system_info.py:2059(umfpack_info)
        1    0.000    0.000    0.000    0.000 build_scripts.py:17(build_scripts)
        1    0.000    0.000    0.000    0.000 LayoutWidget.py:4(LayoutWidget)
        1    0.000    0.000    0.000    0.000 miobase.py:317(MatVarReader)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:256(DOMInputSource)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 system_info.py:897(mkl_info)
        1    0.000    0.000    0.000    0.000 records.py:286(recarray)
        1    0.000    0.000    0.000    0.000 GridItem.py:8(GridItem)
        2    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 function_base.py:1405(vectorize)
        1    0.000    0.000    0.000    0.000 _datasource.py:499(Repository)
        1    0.000    0.000    0.000    0.000 ROI.py:1758(LineSegmentROI)
        1    0.000    0.000    0.000    0.000 minidom.py:1424(ElementInfo)
        1    0.000    0.000    0.000    0.000 system_info.py:1163(lapack_src_info)
        1    0.000    0.000    0.000    0.000 minidom.py:1345(DOMImplementation)
        2    0.000    0.000    0.000    0.000 debug.py:31(warnOnException)
        1    0.000    0.000    0.000    0.000 PrintExporter.py:9(PrintExporter)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 minidom.py:867(Childless)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        1    0.000    0.000    0.000    0.000 ScatterPlotWidget.py:13(ScatterPlotWidget)
        1    0.000    0.000    0.000    0.000 SRTTransform3D.py:9(SRTTransform3D)
        1    0.000    0.000    0.000    0.000 PlotWidget.py:13(PlotWidget)
        1    0.000    0.000    0.000    0.000 utils.py:961(SafeEval)
        1    0.000    0.000    0.000    0.000 debug.py:368(Profiler)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.000    0.000 numpy_distribution.py:8(NumpyDistribution)
        2    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 system_info.py:804(fftw3_info)
        1    0.000    0.000    0.000    0.000 Vector.py:11(Vector)
        1    0.000    0.000    0.000    0.000 shelve.py:172(BsdDbShelf)
        1    0.000    0.000    0.000    0.000 rbf.py:58(Rbf)
        1    0.000    0.000    0.000    0.000 platform.py:388(_popen)
        1    0.000    0.000    0.000    0.000 cygwinccompiler.py:82(CygwinCCompiler)
        1    0.000    0.000    0.000    0.000 _datasource.py:150(DataSource)
        1    0.000    0.000    0.000    0.000 GraphicsWidgetAnchor.py:5(GraphicsWidgetAnchor)
        1    0.000    0.000    0.000    0.000 standard_array_spec.py:133(array_converter)
        1    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        1    0.000    0.000    0.000    0.000 system_info.py:1657(_numpy_info)
        1    0.000    0.000    0.000    0.000 {method 'isatty' of 'file' objects}
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:305(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 decs.py:3(coroutine)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 kdtree.py:75(Rectangle)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.000    0.000 decorator.py:57(get_init)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 CSVExporter.py:10(CSVExporter)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 mingw32ccompiler.py:44(Mingw32CCompiler)
        1    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        2    0.000    0.000    0.000    0.000 {strop.maketrans}
        1    0.000    0.000    0.000    0.000 random.py:655(WichmannHill)
        1    0.000    0.000    0.000    0.000 ImageExporter.py:9(ImageExporter)
        1    0.000    0.000    0.000    0.000 install_data.py:14(install_data)
        1    0.000    0.000    0.000    0.000 pgcollections.py:70(ThreadsafeDict)
        1    0.000    0.000    0.000    0.000 mouseEvents.py:232(HoverEvent)
        1    0.000    0.000    0.000    0.000 debug.py:329(GarbageWatcher)
        1    0.000    0.000    0.000    0.000 interpolate.py:83(interp2d)
        1    0.000    0.000    0.000    0.000 ProgressDialog.py:5(ProgressDialog)
        1    0.000    0.000    0.000    0.000 parameterTypes.py:325(GroupParameterItem)
        2    0.000    0.000    0.000    0.000 c_spec.py:224(c_to_py_code)
        1    0.000    0.000    0.000    0.000 minidom.py:907(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 kdtree.py:260(innernode)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        7    0.000    0.000    0.000    0.000 pgcollections.py:434(protectMethod)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 polyint.py:666(PiecewisePolynomial)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        2    0.000    0.000    0.000    0.000 {gc.isenabled}
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 base_spec.py:91(arg_spec_list)
        1    0.000    0.000    0.000    0.000 IsocurveItem.py:8(IsocurveItem)
        1    0.000    0.000    0.000    0.000 hb.py:50(HBInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 core.py:5928(__init__)
        1    0.000    0.000    0.000    0.000 base_info.py:79(custom_info)
        3    0.000    0.000    0.000    0.000 pickle.py:899(load_none)
        1    0.000    0.000    0.000    0.000 sputils.py:233(IndexMixin)
        1    0.000    0.000    0.000    0.000 system_info.py:792(fftw2_info)
        1    0.000    0.000    0.000    0.000 subprocess.py:400(CalledProcessError)
        1    0.000    0.000    0.000    0.000 ErrorBarItem.py:7(ErrorBarItem)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 __init__.py:84(WrongDocumentErr)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:198(DETAIL)
        1    0.000    0.000    0.000    0.000 minidom.py:1139(CDATASection)
        1    0.000    0.000    0.000    0.000 graphicsWindows.py:64(ImageWindow)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:476(OptionDummy)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 c_spec.py:412(list_converter)
        1    0.000    0.000    0.000    0.000 __init__.py:114(NamespaceErr)
        1    0.000    0.000    0.000    0.000 threading.py:789(_set_ident)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:99(MinFilter)
        1    0.000    0.000    0.000    0.000 c_spec.py:346(int_converter)
        1    0.000    0.000    0.000    0.000 __init__.py:90(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 core.py:5982(_frommethod)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:22(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 __init__.py:93(NoModificationAllowedErr)
        1    0.000    0.000    0.000    0.000 ROI.py:1524(MultiLineROI)
        1    0.000    0.000    0.000    0.000 log.py:25(Log)
        1    0.000    0.000    0.000    0.000 __init__.py:111(InvalidModificationErr)
        1    0.000    0.000    0.000    0.000 extras.py:224(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:107(MacroExpander)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:225(EMBOSS)
        1    0.000    0.000    0.000    0.000 decimal.py:5672(_Log10Memoize)
        2    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 build_scripts.py:10(build_scripts)
        1    0.000    0.000    0.000    0.000 {method 'read_full_tag' of 'scipy.io.matlab.mio5_utils.VarReader5' objects}
        1    0.000    0.000    0.000    0.000 system_info.py:1365(lapack_opt_info)
        1    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 c_spec.py:213(string_converter)
        1    0.000    0.000    0.000    0.000 c_spec.py:455(instance_converter)
        1    0.000    0.000    0.000    0.000 cmd.py:433(install_misc)
        1    0.000    0.000    0.000    0.000 system_info.py:2005(gtkp_x11_2_info)
        1    0.000    0.000    0.000    0.000 fitpack2.py:386(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 ItemGroup.py:5(ItemGroup)
        1    0.000    0.000    0.000    0.000 mio4.py:586(MatFile4Writer)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 _monotone.py:232(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 version.py:32(Version)
        1    0.000    0.000    0.000    0.000 common_info.py:116(inline_info)
        1    0.000    0.000    0.000    0.000 Transform3D.py:6(Transform3D)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 index_tricks.py:213(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 bdist_rpm.py:10(bdist_rpm)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        2    0.000    0.000    0.000    0.000 {posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 core.py:782(_DomainGreater)
        1    0.000    0.000    0.000    0.000 hb.py:36(MalformedHeader)
        1    0.000    0.000    0.000    0.000 core.py:2469(MaskedIterator)
        3    0.000    0.000    0.000    0.000 decorator.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 ROI.py:1381(LineROI)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 threading.py:1058(_Timer)
        1    0.000    0.000    0.000    0.000 system_info.py:861(djbfft_info)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:243(SMOOTH)
        1    0.000    0.000    0.000    0.000 ext_tools.py:170(ext_function)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 errors.py:70(CCompilerError)
        1    0.000    0.000    0.000    0.000 system_info.py:1739(Numeric_info)
        1    0.000    0.000    0.000    0.000 graphicsWindows.py:33(TabWindow)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:217(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 utf_16.py:95(StreamReader)
        1    0.000    0.000    0.000    0.000 _util.py:18(deferred_error)
        1    0.000    0.000    0.000    0.000 DataFilterWidget.py:92(RangeFilterItem)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        6    0.000    0.000    0.000    0.000 core.py:769(__init__)
        1    0.000    0.000    0.000    0.000 shelve.py:214(DbfilenameShelf)
        1    0.000    0.000    0.000    0.000 _datasource.py:49(_FileOpeners)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1003(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 mio4.py:80(VarHeader4)
        1    0.000    0.000    0.000    0.000 system_info.py:1999(gdk_info)
        1    0.000    0.000    0.000    0.000 decs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 minidom.py:1336(Notation)
        1    0.000    0.000    0.000    0.000 DataTreeWidget.py:15(DataTreeWidget)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
        1    0.000    0.000    0.000    0.000 core.py:7187(_convert2ma)
        1    0.000    0.000    0.000    0.000 c_spec.py:357(long_converter)
        1    0.000    0.000    0.000    0.000 idl.py:639(AttrDict)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 pgcollections.py:23(ReverseDict)
        1    0.000    0.000    0.000    0.000 errors.py:63(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 minidom.py:1220(Identified)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 system_info.py:834(fftw_threads_info)
        1    0.000    0.000    0.000    0.000 functions.py:139(Color)
        1    0.000    0.000    0.000    0.000 PathButton.py:6(PathButton)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        5    0.000    0.000    0.000    0.000 pgcollections.py:287(protectMethod)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 extension.py:22(Extension)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 system_info.py:357(AtlasNotFoundError)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 minidom.py:1126(Comment)
        1    0.000    0.000    0.000    0.000 TableWidget.py:237(TableWidgetItem)
        1    0.000    0.000    0.000    0.000 system_info.py:1879(_pkg_config_info)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 ROI.py:1563(CircleROI)
        1    0.000    0.000    0.000    0.000 Image.py:1956(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 Matplotlib.py:9(MatplotlibExporter)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        1    0.000    0.000    0.000    0.000 common_info.py:68(basic_module_info)
        1    0.000    0.000    0.000    0.000 index_tricks.py:439(CClass)
        1    0.000    0.000    0.000    0.000 core.py:751(_DomainTan)
        1    0.000    0.000    0.000    0.000 ComboBox.py:5(ComboBox)
        1    0.000    0.000    0.000    0.000 system_info.py:2023(freetype2_info)
        1    0.000    0.000    0.000    0.000 axisCtrlTemplate_pyqt.py:17(Ui_Form)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(__init__)
        1    0.000    0.000    0.000    0.000 c_spec.py:267(file_converter)
        1    0.000    0.000    0.000    0.000 core.py:805(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 fitpack2.py:917(RectBivariateSpline)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 utils.py:1400(WarningManager)
        1    0.000    0.000    0.000    0.000 errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:584(IndexExpression)
        1    0.000    0.000    0.000    0.000 system_info.py:1133(atlas_blas_threads_info)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:226(FortranFormatParser)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 <string>:1(DBNotFoundError)
        1    0.000    0.000    0.000    0.000 cProfile.py:66(Profile)
        1    0.000    0.000    0.000    0.000 system_info.py:731(fft_opt_info)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 log.py:26(_log)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 records.py:216(record)
        1    0.000    0.000    0.000    0.000 numpy_scalar_spec.py:10(numpy_complex_scalar_converter)
        1    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 system_info.py:2011(gtkp_2_info)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 GraphicsItem.py:9(FiniteCache)
        3    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 core.py:883(_MaskedBinaryOperation)
        3    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 GraphicsObject.py:7(GraphicsObject)
        1    0.000    0.000    0.000    0.000 system_info.py:1786(f2py_info)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1485(mr_class)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:252(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 minidom.py:1236(DocumentType)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 fitpack2.py:845(LSQBivariateSpline)
